Sigla,Descrição da Sigla,Componente,Descrição do Componente,Domínio Funcional
SITP-BASE,Sistema de Tarifas e Produtos - Base,sboot-sitp-base-atom-consulta-transacao-spb,O sistema **sboot-sitp-base-atom-consulta-transacao-spb** é um serviço atômico REST desenvolvido em Spring Boot que tem como objetivo consultar transações do Sistema de Pagamentos Brasileiro (SPB) armazenadas em banco de dados Sybase. O serviço expõe um endpoint REST que permite listar transações ITP (Internet Transaction Processing) com base em filtros de tipo de lançamento e código de grupo de produto. A aplicação segue uma arquitetura hexagonal (ports and adapters) com separação clara entre c,06.01 - Iniciação de Pagamentos
SITP-BASE,Sistema de Tarifas e Produtos - Base,sboot-sitp-base-atom-dash-boleto,"O **sboot-sitp-base-atom-dash-boleto** é um serviço atômico (microserviço) desenvolvido em Java com Spring Boot, seguindo o padrão de arquitetura hexagonal (ports and adapters). O sistema expõe uma API REST simples para consulta de informações relacionadas a ""DashBoleto"", aparentemente um dashboard ou painel de controle relacionado a boletos bancários. Trata-se de um projeto template/scaffold do Banco Votorantim, estruturado em módulos (common, domain, application) e preparado para integração co",05.01 - Dados e Monitoramento
SITP-BASE,Sistema de Tarifas e Produtos - Base,sboot-sitp-base-atom-discharge-slip-return,"O sistema **sboot-sitp-base-atom-discharge-slip-return** é um componente atômico (microserviço) do módulo SITP-BASE, desenvolvido com Spring Boot. Trata-se de um serviço relacionado ao retorno de guias de descarga (discharge slip return), provavelmente responsável por processar operações de devolução ou consulta de guias de descarga no contexto do sistema SITP. O componente é implantado no OpenShift e utiliza a plataforma Google Cloud para sua infraestrutura.",06.01 - Iniciação de Pagamentos
SITP-BASE,Sistema de Tarifas e Produtos - Base,sboot-sitp-base-atom-finalidades,"O **sboot-sitp-base-atom-finalidades** é um serviço atômico (microserviço) desenvolvido em Java com Spring Boot que tem como objetivo fornecer consultas de finalidades de transferências bancárias (TED e DOC). O sistema expõe APIs REST para listar finalidades de transferência, com suporte a cache (Redis) para otimização de performance. Permite também a remoção manual do cache. O serviço consulta dados de um banco de dados Sybase e utiliza autenticação via JWT.",06.01 - Iniciação de Pagamentos
SITP-BASE,Sistema de Tarifas e Produtos - Base,sboot-sitp-base-atom-integrar-pagamento,"O sistema **sboot-sitp-base-atom-integrar-pagamento** é um serviço atômico desenvolvido em Java com Spring Boot, responsável por integrar operações de pagamento entre diferentes sistemas do Banco Votorantim. Atua como intermediário entre o sistema PGFT (Plataforma de Gestão Financeira e Tesouraria) e o sistema legado ITP (Integração de Pagamentos), realizando cadastros de lançamentos na caixa de entrada, consultas de parametrizações, validações de circuit break e conversões automáticas entre dif",02.03 - Transação e Processamento
SITP-BASE,Sistema de Tarifas e Produtos - Base,sboot-sitp-base-atom-itp-pagamento,"O **sboot-sitp-base-atom-itp-pagamento** é um componente atômico (microserviço) desenvolvido em Spring Boot, pertencente ao módulo SITP-BASE. Trata-se de um serviço responsável por operações relacionadas a pagamentos dentro do ecossistema SITP. O componente é projetado para deploy em ambiente OpenShift e utiliza a plataforma Google Cloud.",02.03 - Transação e Processamento
SITP-BASE,Sistema de Tarifas e Produtos - Base,sboot-sitp-base-atom-protocolo,"O sistema **sboot-sitp-base-atom-protocolo** é um microserviço atômico desenvolvido em Java com Spring Boot, responsável por consultar e gerenciar protocolos de transações financeiras do sistema SITP (Sistema de Integração de Transações de Pagamento). O serviço expõe uma API REST para consulta de protocolos ITP/PGFT, integrando-se com um banco de dados Sybase através de stored procedures. O sistema valida solicitações, executa consultas no banco de dados e retorna informações detalhadas sobre pr",06.01 - Iniciação de Pagamentos
SITP-BASE,Sistema de Tarifas e Produtos - Base,sboot-sitp-base-atom-renda-fixa-boletagem,"Sistema atômico de consulta de transações ITP (Sistema de Pagamentos Brasileiro) para operações de Renda Fixa e Boletagem. O serviço expõe uma API REST que permite consultar códigos de transação com base no código do grupo de produto e tipo de lançamento, realizando consultas diretas no banco de dados Sybase.",06.01 - Iniciação de Pagamentos
SITP-BASE,Sistema de Tarifas e Produtos - Base,sboot-sitp-base-atom-validar,"O **sboot-sitp-base-atom-validar** é um microserviço atômico desenvolvido em Java com Spring Boot, responsável por validar informações de transações no sistema ITP (Sistema de Transferência de Pagamentos) do Banco Votorantim. O serviço recebe dados de transações (código de filial, origem, transação e liquidação) e valida essas informações consultando o banco de dados Sybase, retornando dados de validação como tipo de lançamento, indicadores de crédito/débito e códigos de eventos contábeis.",02.02 - Validações de Pagamento
SITP-BASE,Sistema de Tarifas e Produtos - Base,sboot-sitp-base-orch-transacao-pagamento,"O **sboot-sitp-base-orch-transacao-pagamento** é um serviço orquestrador (orchestration layer) desenvolvido em Spring Boot que atua como intermediário para consulta de transações de pagamento. O sistema recebe requisições REST, autentica-se via OAuth JWT em um API Gateway, e consome um serviço backend (atom) para listar transações ITP (Internet Transaction Processing) do SPB (Sistema de Pagamentos Brasileiro). Utiliza Apache Camel para orquestração de fluxos e segue arquitetura hexagonal com sep",02.03 - Transação e Processamento
SITP-BASE,Sistema de Tarifas e Produtos - Base,springboot-sitp-base-caixa-entrada,"O sistema **springboot-sitp-base-caixa-entrada** é uma API REST desenvolvida em Spring Boot que tem como objetivo consultar o status de transferências ITP (Internet Transfer Protocol) realizadas através do sistema de caixa de entrada. A aplicação fornece um endpoint para consulta de informações detalhadas sobre operações de transferência bancária, incluindo dados do remetente, favorecido, valores e status da operação. O sistema integra-se com um banco de dados Sybase para recuperar informações a",06.01 - Iniciação de Pagamentos
SITP-BASE,Sistema de Tarifas e Produtos - Base,springboot-sitp-base-gestao-fintech,"O **springboot-sitp-base-gestao-fintech** é um sistema backend desenvolvido em Spring Boot que gerencia operações financeiras de Fintechs integradas ao SITP (Sistema Integrado de Transferências e Pagamentos). O sistema oferece funcionalidades para consulta consolidada e detalhada de transações de TEDs (Transferências Eletrônicas Disponíveis) e Boletos, tanto para pagamentos quanto recebimentos. Além disso, gerencia cadastros de origens de pagamento, entidades, bancos, finalidades e outros parâme",02.03 - Transação e Processamento
SITP-BASE,Sistema de Tarifas e Produtos - Base,springboot-sitp-base-transacoes,"O **springboot-sitp-base-transacoes** é um serviço REST desenvolvido em Spring Boot que realiza consultas de protocolos de transações financeiras. O sistema atua como intermediário entre clientes e duas fontes de dados: um banco de dados Sybase (DBITP) e um serviço externo SPAG (Sistema de Pagamentos). Ele oferece três versões de API (v1, v2 e v3) para consulta de protocolos, validando informações como tipo de movimento (débito/crédito/entrada), data de movimentação e status de protocolos. O sis",06.01 - Iniciação de Pagamentos
SPAG-BASE,Sistema de Pagamentos - Base,ang-spag-base-gestao-controle-atacado,"O sistema **ang-spag-base-gestao-controle-atacado** é um componente frontend desenvolvido em Angular, destinado à gestão e controle de operações de atacado. Trata-se de um módulo base (spag-base) que provavelmente serve como fundação para outros módulos do sistema SPAG (Sistema de Gestão). O projeto está configurado para deploy em ambiente OpenShift Container Platform (OCP) através de pipeline Jenkins.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,ang-spag-base-manter-regras,"Este é um projeto de aplicação web Angular 7 (versão 7.2.15) desenvolvido como uma aplicação de referência para o Banco BV. Trata-se de uma Single Page Application (SPA) com suporte a Server-Side Rendering (SSR) e Pre-rendering, containerizada com Docker. A aplicação demonstra boas práticas de desenvolvimento, incluindo exemplos de componentes UI/UX, segurança, gerenciamento de estado, e integração com APIs backend. O projeto utiliza a arquitetura de módulos lazy-loaded do Angular e está prepara",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-agenda-pagamento,"O sistema **java-spag-base-agenda-pagamento** é um componente Java EE responsável pelo agendamento de pagamentos no contexto do sistema SPAG (Sistema de Pagamentos). Ele recebe solicitações de agendamento de diversos tipos de transações financeiras (TED, DOC, Boletos, Transferências, Tributos, Concessionárias), valida as informações, persiste os dados de agendamento em banco de dados e controla o status dos lançamentos. O sistema verifica se o pagamento deve ser agendado com base na data informa",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-atualiza-retorno-baixa-operacional,"Com base nos arquivos fornecidos (apenas o arquivo `jenkins.properties`), não há informação suficiente para descrever o objetivo e funcionamento completo do sistema. Pelo nome do componente **""java-spag-base-atualiza-retorno-baixa-operacional""**, infere-se que o sistema está relacionado a: - **SPAG (Sistema de Pagamentos)**: módulo base - **Atualização de retorno de baixa operacional**: provavelmente processa retornos de operações de baixa (quitação/cancelamento) de pagamentos ou títulos O siste",02.05 - Processamento de Recebimento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-atualiza-solicitacao-pagamento,"Com base nos arquivos fornecidos (apenas arquivo de configuração Jenkins), **não é possível determinar a descrição geral do sistema**. O arquivo `jenkins.properties` indica apenas que se trata de um componente relacionado a atualização de solicitação de pagamento, mas não há código-fonte disponível para análise detalhada. **Inferência baseada no nome do componente:** Aparentemente, trata-se de um sistema para atualização de solicitações de pagamento dentro de um módulo base de pagamentos (spag-b",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-baixa-operacional,"Sistema responsável pela **baixa operacional de boletos de pagamento** integrado à CIP (Câmara Interbancária de Pagamentos). O sistema processa solicitações de baixa de boletos registrados, tanto em modo normal quanto em contingência, realizando validações de negócio, integrações com serviços externos (SOAP e REST) e persistência de dados em banco de dados Oracle. Suporta operações intrabancárias e interbancárias, com tratamento específico para boletos do Banco Votorantim (655) e BVSA (413).",02.05 - Processamento de Recebimento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-confirmar-pagamento-tributo-consumo,"O sistema **java-spag-base-confirmar-pagamento-tributo-consumo** é um componente responsável pela confirmação de pagamentos de tributos realizados através da plataforma SPAG (Sistema de Pagamentos). O sistema atua como intermediário entre o sistema SPAG e a IS2B (Celcoin), realizando a confirmação de pagamentos previamente efetuados, atualizando os status dos lançamentos no banco de dados e tratando possíveis erros durante o processo. Utiliza arquitetura multi-módulo Maven com EJB, JAX-RS (REST)",04.09 - Tributos
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-consultar-pagamento-tributo-consumo,"O sistema **java-spag-base-consultar-pagamento-tributo-consumo** é um componente Java EE desenvolvido para consultar informações de pagamentos de tributos. Ele atua como um intermediário que recebe requisições REST, busca configurações no banco de dados SPAG, consome uma API externa (IS2B) para obter dados de pagamento e retorna as informações processadas ao solicitante. O sistema utiliza autenticação OAuth para integração com a API externa e implementa controles de segurança baseados em roles.",04.09 - Tributos
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-consultar-servico-pagamento-tributo,"O sistema **java-spag-base-consultar-servico-pagamento-tributo** é um componente Java EE responsável por consultar e validar serviços de pagamento de tributos. Ele atua como intermediário entre sistemas internos do Banco Votorantim e o parceiro IS2B, realizando validações de negócio (datas, valores, horários) antes de encaminhar as solicitações de pagamento. O sistema verifica fornecedores cadastrados, valida limites, datas úteis e regras específicas de pagamento de tributos via código de barras",04.09 - Tributos
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-efetua-calculo-pagamento,"Com base nos arquivos fornecidos, não foi possível identificar o código-fonte do sistema. O único arquivo disponível é um arquivo de configuração Jenkins (`jenkins.properties`) que indica tratar-se de um componente relacionado a **cálculo de pagamento** dentro de um módulo base de sistema de pagamentos (SPAG). O sistema aparenta ser uma aplicação Java implantada em ambiente WebSphere Application Server. **Objetivo presumido:** Realizar cálculos relacionados a pagamentos em um sistema bancário ou",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-efetuar-pagamento-tributo-consumo,"Sistema responsável por efetuar pagamentos de tributos através de integração com a API IS2B (CA-API). O sistema recebe requisições REST contendo dados de pagamento de tributos, consulta parâmetros no banco de dados SPAG, realiza a autenticação OAuth2, e efetua o pagamento através de chamadas HTTP à API externa. Implementado em Java EE com arquitetura modular Maven (EJB, JAX-RS, JDBC).",04.09 - Tributos
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-efetuar-servico-pagamento-tributo,"O sistema **java-spag-base-efetuar-servico-pagamento-tributo** é um componente de pagamentos de tributos que atua como orquestrador entre sistemas internos e a plataforma IS2B (Itaú). Sua principal função é efetuar pagamentos de tributos e concessionárias, realizando a integração com o sistema IS2B através de chamadas HTTP, persistindo informações de autenticação bancária e atualizando o status dos lançamentos e lotes de pagamento no banco de dados. O sistema recebe requisições via API REST, val",04.09 - Tributos
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-envio-esteira,"O sistema **java-spag-base-envio-esteira** é um componente de integração responsável por enviar lançamentos de pagamentos para filas JMS (esteiras de processamento) de acordo com o tipo de liquidação. O sistema recebe requisições via API REST, consulta dados de lançamentos no banco de dados, monta um objeto `DicionarioPagamento` e o envia para a fila JMS apropriada (TEF, DOC, Boleto, TED ou Tributo) conforme o código de liquidação.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-gera-arquivo-retorno-cnab,"Com base nos arquivos fornecidos (apenas o arquivo `jenkins.properties`), não é possível determinar a descrição completa do sistema. O nome do componente sugere que se trata de um sistema relacionado ao **SPAG (Sistema de Pagamentos)** que tem como objetivo **gerar arquivos de retorno no formato CNAB** (Centro Nacional de Automação Bancária). O CNAB é um padrão brasileiro utilizado para troca de informações entre empresas e instituições financeiras, comumente usado para processamento de boletos,",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-integracao-clearing,"Sistema de integração para processamento de mensagens de clearing bancário SPB (Sistema de Pagamentos Brasileiro). Recebe mensagens via MQ de diversos tipos (PAG, STR, LTR, SLC, TES), realiza transformações, validações e enriquecimento de dados, persiste informações em bancos de dados (ITP/SPAG) e roteia para filas de saída ou esteira de pagamentos. Suporta fluxos síncronos (via orquestrador de transferências) e assíncronos (legado ITP/SPAG), com regras específicas para fintech, correspondência ",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-integracao-spb,"O sistema **java-spag-base-integracao-spb** é uma aplicação Java EE que realiza a integração entre o sistema SPAG (Sistema de Pagamentos) e o SPB (Sistema de Pagamentos Brasileiro). O sistema processa movimentações financeiras (transferências, pagamentos, TEDs) enviando-as para o SPB através de mensagens padronizadas (grupos STR e PAG) e recebe retornos de confirmação ou rejeição dessas operações. A aplicação atua como middleware, validando dados, mapeando operações para mensagens SPB específica",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-monta-dicionario,"O sistema **spag-base-monta-dicionario** é um componente de integração do sistema de pagamentos (SPAG) do Banco Votorantim. Sua principal função é montar e retornar um dicionário de pagamento completo a partir de um protocolo de transação. O sistema consulta informações de lançamentos de pagamento no banco de dados, incluindo dados do remetente, favorecido e clientes fintech, consolidando essas informações em um objeto `DicionarioPagamento` que é retornado em formato JSON via API REST.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-notifica-pagamento,"O sistema **java-spag-base-notifica-pagamento** é um componente de notificação de pagamentos desenvolvido em Java EE. Seu objetivo principal é processar notificações de pagamentos realizados, atualizar o status de lançamentos no banco de dados, gerenciar arquivos CNAB (Centro Nacional de Automação Bancária) e enviar notificações para sistemas externos através de filas JMS. O sistema atua como intermediário entre o processamento de pagamentos e a notificação de clientes/parceiros, suportando dive",04.05 - Notificações e Relatórios
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-pagamento-callback,"O sistema **java-spag-base-pagamento-callback** é um componente Java EE responsável por processar callbacks e notificações de pagamentos. Ele atua como intermediário entre sistemas externos (fintechs/parceiros) e a infraestrutura interna do Banco Votorantim, gerenciando o ciclo de vida de solicitações de pagamento através de filas JMS, APIs REST e integrações com sistemas legados. O componente recebe mensagens de filas MQ, consulta dados em banco de dados, envia callbacks/notificações para URLs ",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-pagamento-tributo,"O sistema **java-spag-base-pagamento-tributo** é uma aplicação Java EE voltada para o processamento de solicitações de pagamento de tributos. Permite que clientes (incluindo fintechs) solicitem pagamentos de tributos através de APIs REST, realizando validações de origem, cadastro de parceiros comerciais e registro das transações em banco de dados. O sistema suporta fluxos diferenciados para contas de pagamento (fintechs) e contas correntes tradicionais, substituindo dados do cliente pelos dados ",04.09 - Tributos
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-pagamentos-commons,"Sistema de processamento de arquivos CNAB (Centro Nacional de Automação Bancária) no padrão 240 posições, específico para o layout Votorantim. O sistema realiza leitura, validação, conversão e geração de arquivos CNAB para processamento de pagamentos diversos (DOC, TED, boletos, tributos, salários, etc). Atua como biblioteca comum (commons) para a esteira de pagamentos, fornecendo estruturas de dados, validadores, conversores e utilitários para manipulação de arquivos de remessa e retorno bancár",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-prepara-pagamento-tributo,"O sistema **java-spag-base-prepara-pagamento-tributo** é um componente Java EE responsável por preparar pagamentos de tributos no contexto do sistema SPAG (Sistema de Pagamentos) do Banco Votorantim. Sua principal função é receber solicitações de preparação de pagamento de tributos, validar se o pagamento já não está aguardando processamento em lote, e caso não esteja, gravar os dados na tabela `TbMovimentoLotePagamentoTrbto` e atualizar o status do lançamento na tabela `TbLancamento`. O sistema",04.09 - Tributos
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-trata-ocorrencias,"O sistema **java-spag-base-trata-ocorrencias** é um componente da plataforma SPAG (Sistema de Pagamentos) do Banco Votorantim, responsável pelo tratamento de ocorrências e erros que acontecem durante o processamento de pagamentos e transferências. O sistema recebe dicionários de pagamento com ocorrências, identifica o tipo de erro ocorrido, aplica tratamentos específicos conforme a natureza do problema (validação, débito/crédito em conta, transferências, etc.), registra as ocorrências em banco d",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-valida-processamento,"O sistema **java-spag-base-valida-processamento** é um componente de validação de processamento de pagamentos de boletos bancários. Sua principal função é validar dados retornados pela CIP (Câmara Interbancária de Pagamentos), calcular valores de juros, multas e descontos, e verificar se os valores de pagamento estão corretos conforme as regras de negócio estabelecidas. O sistema atua como uma camada de validação intermediária entre o sistema de pagamentos e a CIP, garantindo a integridade dos d",02.02 - Validações de Pagamento
SPAG-BASE,Sistema de Pagamentos - Base,java-spag-base-valida-solicitacao-pagamento,"Sistema de validação de transações financeiras para processamento de pagamentos diversos (boletos, TEDs, DOCs, tributos, transferências). O sistema atua como orquestrador de validações, aplicando regras de negócio específicas para cada tipo de transação, verificando saldos, limites, grades horárias, parâmetros de câmaras de liquidação e integrações com sistemas bancários (SPB, CIP, STR). Utiliza arquitetura EJB com DAOs especializados para diferentes bases de dados (SPAG, PGFT, ITP, Global) e ex",02.02 - Validações de Pagamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-consolidado-rebate,"O sistema **javabatch-spag-base-consolidado-rebate** é um job batch Java desenvolvido para processar consolidação de rebates. Ele funciona enviando mensagens para uma fila IBM MQ solicitando a geração de consolidados de rebate para um período específico, aguardando o processamento e validando o retorno através de outra fila. O batch utiliza o framework BV Sistemas para gerenciamento de jobs e integração com filas MQ.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-consulta-saldo-fornecedor,"Sistema batch Java responsável por consultar saldo de fornecedores (especificamente IS2B) e liberar pagamentos de tributos. O sistema busca lotes de pagamento pendentes, valida disponibilidade de limite através de API externa, e envia mensagens para fila MQ para processamento dos pagamentos aprovados. Em caso de rejeição, envia notificações por e-mail com detalhes dos pagamentos afetados.",04.02 - Limites
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-envia-arquivo,"O sistema **javabatch-spag-base-envia-arquivo** é um job batch Java desenvolvido para processar arquivos recebidos de parceiros/fintechs no contexto do sistema SPAG (Sistema de Pagamentos). O batch realiza duas operações principais: 1. **Listar**: Lista arquivos em diretórios configurados, validando correspondência com CNPJ cadastrado 2. **Postar**: Envia notificações para filas MQ informando parceiros sobre o recebimento de arquivos O sistema consulta configurações de caminhos de origem/destino",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-envia-cancelamento-portabilidade,"Sistema batch Java desenvolvido para processar cancelamentos de portabilidade de conta salário no contexto do sistema SPAG (Sistema de Pagamentos). O sistema consome mensagens de uma fila RabbitMQ contendo solicitações de cancelamento de portabilidade, gera arquivos XML no formato APCS105 (padrão CIP - Câmara Interbancária de Pagamentos) e envia notificações de processamento para outra fila. O processamento segue o padrão Reader-Processor-Writer do Spring Batch, validando os arquivos gerados con",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-envia-solicitacao-portabilidade,"Sistema batch Java desenvolvido para processar solicitações de portabilidade de conta salário. O sistema consome mensagens de filas RabbitMQ contendo solicitações de portabilidade, valida se há cancelamentos pendentes, gera arquivos XML no formato APCS101 (padrão CIP - Câmara Interbancária de Pagamentos) e envia confirmações para filas de destino. O processamento segue o padrão Spring Batch com leitura, processamento e escrita de dados.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-gera-arquivo-retorno-cnab,"Sistema de processamento em lote (batch) desenvolvido em Java com Spring Batch para geração de arquivos CNAB (Centro Nacional de Automação Bancária) de retorno e extrato. O sistema processa arquivos bancários no padrão CNAB 240, realizando a leitura de dados de pagamentos e boletos do banco de dados, gerando arquivos de retorno formatados para os bancos Votorantim e Itaú. Possui dois módulos principais: um para geração de arquivos de retorno de pagamentos e outro para geração de extratos bancári",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-gerar-relatorio,"O sistema **javabatch-spag-base-gerar-relatorio** é uma aplicação batch Java desenvolvida para gerar relatórios de pagamentos de rebate e extratos de transações. O sistema consome mensagens de filas IBM MQ, processa dados de pagamentos e transações, e gera arquivos CSV com informações detalhadas. Possui dois fluxos principais: 1. **Geração de Relatório de Pagamentos Rebate**: Processa pagamentos, calcula impostos (IR e ISS), e gera relatório consolidado em CSV. 2. **Geração de Extrato de Transaç",04.05 - Notificações e Relatórios
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-importar-boletos,"O sistema **javabatch-spag-base-importar-boletos** é um job batch Java responsável por importar transações de boletos do sistema legado (Sybase) e enviá-las para processamento via fila MQ (IBM MQ). O processo busca transações de boletos liquidados em um período específico, filtra por contas apuradas e/ou CNPJs de clientes parametrizados, converte os dados para JSON e envia para uma fila de processamento. Aguarda resposta em fila de retorno para confirmar o sucesso da importação. Utiliza paginaçã",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-integracao-spbselic,"O sistema **javabatch-spag-base-integracao-spbselic** é um job batch Java desenvolvido para integração com o sistema SELIC (Sistema Especial de Liquidação e Custódia) do Banco Central do Brasil. Sua principal função é realizar o download de arquivos ARASEL023 via FTP do servidor SELIC, processar esses arquivos descriptografando-os através do sistema SPB (Sistema de Pagamentos Brasileiro), extrair informações de movimentações financeiras e enviar relatórios por e-mail para áreas responsáveis. O s",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-monta-lote-tributo,"O sistema **javabatch-spag-base-monta-lote-tributo** é um batch Java desenvolvido com Spring Batch para processar pagamentos de tributos em lote. Sua principal função é consolidar movimentos de pagamento de tributos, criar lotes agrupados por fornecedor e banco, e enviar esses lotes para processamento via TED (Transferência Eletrônica Disponível) ou PIX, dependendo de configuração via feature toggle. O sistema busca movimentos pendentes do dia, agrupa-os em lotes, trata estornos de erros do dia ",04.09 - Tributos
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-preparacao-arquivo-portabilidade,"Sistema batch Java responsável pela preparação de arquivos de portabilidade de contas salário. O sistema realiza operações de leitura, renomeação, compressão/descompressão e movimentação de arquivos XML relacionados ao processo de portabilidade bancária, seguindo padrões do CIP (Câmara Interbancária de Pagamentos). O processamento é executado através de um job batch que recebe arquivos, aplica transformações conforme parâmetros configurados e os disponibiliza em diretórios específicos.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-proc-confirm-comp-portabilidade,"Sistema batch Java responsável por processar arquivos XML no formato APCS108 contendo informações sobre aceites compulsórios de portabilidade de conta salário. O sistema lê arquivos XML recebidos, extrai os dados de aceite compulsório, transforma-os em objetos de domínio e publica mensagens em filas RabbitMQ para processamento posterior. Após o processamento bem-sucedido, move os arquivos para uma pasta de processados.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-processamento-pagamento-agendado,"O sistema **javabatch-spag-base-processamento-pagamento-agendado** é um conjunto de jobs batch Java desenvolvidos para processar agendamentos de pagamentos e notificações no contexto do sistema SPAG (Sistema de Pagamentos). O sistema possui três fluxos principais: - **Processamento de Agendamentos de Pagamento**: Busca agendamentos pendentes (DOC, TED, Transferências, Boletos, Tributos) e envia para filas MQ para processamento - **Reenvio de Confirmações**: Reprocessa confirmações de pagamento q",02.01 - Agendamento e Recorrência
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-processar-confirmacao-portabilidade,"Sistema batch Java responsável por processar arquivos XML de confirmação de portabilidade de contas salário (padrão APCS104) recebidos da CIP (Câmara Interbancária de Pagamentos). O sistema lê arquivos XML contendo confirmações de aprovação ou reprovação de portabilidade, processa os registros e publica mensagens em filas RabbitMQ para controle de arquivo e atualização de situação de portabilidade.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-processar-pagamento,"O sistema **javabatch-spag-base-processar-pagamento** é uma aplicação batch Java desenvolvida para processar pagamentos e realizar integração entre os sistemas SPAG (Sistema de Pagamentos) e ITP (Sistema de Integração de Transações de Pagamento). O sistema possui dois fluxos principais: 1. **Processamento de Pagamentos**: Busca lançamentos não processados ou específicos (manuais), processa-os e envia notificações de sucesso ou erro para filas RabbitMQ. 2. **Integração SPAG x ITP (Contingência)**",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-processar-situacao-portabilidade,"Sistema batch Java desenvolvido para processar arquivos XML no formato APCS109 contendo informações sobre movimentos diários de portabilidade de conta salário. O sistema lê arquivos XML do padrão CIP (Câmara Interbancária de Pagamentos), extrai dados de portabilidade e situações, e publica essas informações em filas RabbitMQ para processamento posterior. Após o processamento bem-sucedido, o arquivo é movido para um diretório de processados.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-realizar-calculo,"O sistema **javabatch-spag-base-realizar-calculo** é um job batch Java responsável por iniciar e monitorar o processo de cálculo mensal de rebate. O sistema envia uma mensagem para uma fila MQ solicitando o início do cálculo e aguarda a resposta em outra fila, validando se o processamento foi concluído com sucesso. Trata-se de um orquestrador que dispara o cálculo e aguarda confirmação do resultado.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-recebe-cancelamento-portabilidade,"O sistema **javabatch-spag-base-recebe-cancelamento-portabilidade** é um job batch Java desenvolvido para processar arquivos XML de retorno de cancelamento de portabilidade de conta salário, oriundos da CIP (Câmara Interbancária de Pagamentos). O sistema lê arquivos XML no padrão APCS105 (retorno ou erro), processa as informações de portabilidades canceladas (aceitas ou recusadas), e publica mensagens em filas RabbitMQ para notificar outros sistemas sobre o resultado do processamento. Após o pro",02.03 - Transação e Processamento
